Makespan,TEC,Pareto,Execution Time
11070.0,29970.76,true,62.44060468673706
11116.0,29472.32,true,62.44060468673706
11206.0,29211.96,true,62.44060468673706
11281.0,29136.52,true,62.44060468673706
11335.0,29003.92,true,62.44060468673706
11525.0,28942.64,true,62.44060468673706
11554.0,28852.84,true,62.44060468673706
11607.0,28724.08,true,62.44060468673706
11631.0,28560.44,true,62.44060468673706
11649.0,28559.2,true,62.44060468673706
11690.0,28517.24,true,62.44060468673706
11729.0,28485.8,true,62.44060468673706
11840.0,28201.28,true,62.44060468673706
11999.0,28198.6,true,62.44060468673706
12033.0,28152.84,true,62.44060468673706
12061.0,28013.52,true,62.44060468673706
12099.0,28005.24,true,62.44060468673706
12238.0,27862.8,true,62.44060468673706
12276.0,27719.0,true,62.44060468673706
12352.0,27565.6,true,62.44060468673706
12398.0,27535.92,true,62.44060468673706
12642.0,28475.72,true,62.44060468673706
12747.0,27435.68,true,62.44060468673706
12775.0,27230.64,true,62.44060468673706
12787.0,26968.4,true,62.44060468673706
12876.0,26916.92,true,62.44060468673706
13074.0,26834.2,true,62.44060468673706
13184.0,26826.04,true,62.44060468673706
13298.0,26399.72,true,62.44060468673706
13660.0,26122.72,true,62.44060468673706
19475.0,23526.72,true,62.44060468673706
19503.0,23525.36,true,62.44060468673706
19561.0,23496.12,true,62.44060468673706
19615.0,23469.84,true,62.44060468673706
19690.0,23465.44,true,62.44060468673706
19782.0,23413.68,true,62.44060468673706
19784.0,23399.2,true,62.44060468673706
19881.0,23380.92,true,62.44060468673706
19945.0,23352.64,true,62.44060468673706
19978.0,23260.84,true,62.44060468673706
20126.0,23260.76,true,62.44060468673706
20199.0,23242.0,true,62.44060468673706
20305.0,23158.6,true,62.44060468673706
20345.0,23076.52,true,62.44060468673706
20618.0,22860.92,true,62.44060468673706
20715.0,22821.52,true,62.44060468673706
20811.0,22752.52,true,62.44060468673706
21074.0,22477.36,true,62.44060468673706
21472.0,22169.32,true,62.44060468673706
21487.0,21991.04,true,62.44060468673706
21559.0,21936.16,true,62.44060468673706
21787.0,21753.72,true,62.44060468673706
21988.0,21393.76,true,62.44060468673706
22350.0,21124.6,true,62.44060468673706
22677.0,20945.56,true,62.44060468673706
22839.0,20598.24,true,62.44060468673706
23524.0,19516.52,true,62.44060468673706
23631.0,19341.6,true,62.44060468673706
23806.0,19223.36,true,62.44060468673706
23871.0,18908.52,true,62.44060468673706
24322.0,18497.16,true,62.44060468673706
24716.0,18371.72,true,62.44060468673706
24731.0,18242.16,true,62.44060468673706
24736.0,17017.48,true,62.44060468673706
11070.0,30136.04,false,62.44060468673706
11070.0,30134.04,false,62.44060468673706
11623.0,29930.56,false,62.44060468673706
11710.0,30123.24,false,62.44060468673706
11839.0,29610.36,false,62.44060468673706
11839.0,29603.56,false,62.44060468673706
11839.0,29534.64,false,62.44060468673706
11840.0,29407.72,false,62.44060468673706
11944.0,29303.36,false,62.44060468673706
12208.0,29459.92,false,62.44060468673706
12208.0,29043.92,false,62.44060468673706
12445.0,29880.56,false,62.44060468673706
12445.0,29497.96,false,62.44060468673706
12523.0,28845.52,false,62.44060468673706
12523.0,28829.44,false,62.44060468673706
12579.0,28685.56,false,62.44060468673706
12642.0,28475.72,false,62.44060468673706
12672.0,29135.0,false,62.44060468673706
12681.0,28863.96,false,62.44060468673706
12705.0,28552.0,false,62.44060468673706
12775.0,28025.12,false,62.44060468673706
12908.0,28420.64,false,62.44060468673706
12970.0,28409.36,false,62.44060468673706
12970.0,28308.16,false,62.44060468673706
13109.0,28144.64,false,62.44060468673706
13585.0,27230.92,false,62.44060468673706
13693.0,28112.8,false,62.44060468673706
13997.0,27903.8,false,62.44060468673706
14277.0,27699.76,false,62.44060468673706
14621.0,30946.12,false,62.44060468673706
14779.0,26868.04,false,62.44060468673706
14961.0,28089.36,false,62.44060468673706
15044.0,26723.04,false,62.44060468673706
15343.0,27019.6,false,62.44060468673706
15716.0,27492.6,false,62.44060468673706
16654.0,30786.0,false,62.44060468673706
16654.0,30775.2,false,62.44060468673706
16654.0,30669.0,false,62.44060468673706
16654.0,30642.16,false,62.44060468673706
16654.0,30655.6,false,62.44060468673706
17087.0,28828.0,false,62.44060468673706
17619.0,30417.56,false,62.44060468673706
17750.0,32072.12,false,62.44060468673706
18084.0,30333.32,false,62.44060468673706
19053.0,30577.4,false,62.44060468673706
19096.0,30749.08,false,62.44060468673706
19100.0,30562.0,false,62.44060468673706
19142.0,27991.76,false,62.44060468673706
19290.0,27606.64,false,62.44060468673706
19413.0,31471.32,false,62.44060468673706
19422.0,29146.96,false,62.44060468673706
19422.0,29137.24,false,62.44060468673706
19475.0,28032.28,false,62.44060468673706
19475.0,23554.08,false,62.44060468673706
19503.0,26721.56,false,62.44060468673706
19604.0,29783.24,false,62.44060468673706
20246.0,30476.36,false,62.44060468673706
20308.0,30429.36,false,62.44060468673706
20478.0,29307.24,false,62.44060468673706
20567.0,29547.56,false,62.44060468673706
20706.0,26642.16,false,62.44060468673706
20725.0,29455.28,false,62.44060468673706
20725.0,29085.4,false,62.44060468673706
