Makespan,TEC,Pareto,Execution Time
2867.0,1345.08,true,6.246329069137573
3196.0,1344.76,true,6.246329069137573
3216.0,1343.96,true,6.246329069137573
3234.0,1343.24,true,6.246329069137573
3247.0,1342.72,true,6.246329069137573
3260.0,1342.2,true,6.246329069137573
3263.0,1342.08,true,6.246329069137573
3265.0,1342.0,true,6.246329069137573
3269.0,1341.84,true,6.246329069137573
3270.0,1341.8,true,6.246329069137573
3290.0,1345.68,true,6.246329069137573
3302.0,1340.24,true,6.246329069137573
3304.0,1339.04,true,6.246329069137573
3319.0,1336.92,true,6.246329069137573
3354.0,1336.8,true,6.246329069137573
3361.0,1331.28,true,6.246329069137573
3390.0,1327.64,true,6.246329069137573
3430.0,1327.52,true,6.246329069137573
3437.0,1320.28,true,6.246329069137573
3462.0,1319.28,true,6.246329069137573
3467.0,1318.96,true,6.246329069137573
3507.0,1314.12,true,6.246329069137573
3529.0,1311.8,true,6.246329069137573
3552.0,1311.56,true,6.246329069137573
3553.0,1308.28,true,6.246329069137573
3562.0,1303.48,true,6.246329069137573
3571.0,1302.36,true,6.246329069137573
3593.0,1299.04,true,6.246329069137573
3615.0,1295.88,true,6.246329069137573
3634.0,1295.36,true,6.246329069137573
3641.0,1294.24,true,6.246329069137573
3668.0,1288.0,true,6.246329069137573
3671.0,1287.28,true,6.246329069137573
3698.0,1285.16,true,6.246329069137573
3722.0,1282.28,true,6.246329069137573
3744.0,1278.32,true,6.246329069137573
3784.0,1273.6,true,6.246329069137573
3823.0,1267.4,true,6.246329069137573
3842.0,1261.48,true,6.246329069137573
3907.0,1255.2,true,6.246329069137573
3931.0,1250.64,true,6.246329069137573
3940.0,1247.52,true,6.246329069137573
3971.0,1246.6,true,6.246329069137573
4003.0,1244.48,true,6.246329069137573
4027.0,1238.2,true,6.246329069137573
4059.0,1237.2,true,6.246329069137573
4060.0,1227.68,true,6.246329069137573
4066.0,1222.84,true,6.246329069137573
4111.0,1221.72,true,6.246329069137573
4128.0,1220.52,true,6.246329069137573
4137.0,1219.92,true,6.246329069137573
4161.0,1218.36,true,6.246329069137573
4191.0,1217.48,true,6.246329069137573
4198.0,1216.72,true,6.246329069137573
4199.0,1213.24,true,6.246329069137573
4215.0,1213.12,true,6.246329069137573
4220.0,1210.28,true,6.246329069137573
4255.0,1209.76,true,6.246329069137573
4259.0,1208.36,true,6.246329069137573
4272.0,1207.32,true,6.246329069137573
4279.0,1204.36,true,6.246329069137573
4281.0,1203.24,true,6.246329069137573
4285.0,1201.68,true,6.246329069137573
4307.0,1192.56,true,6.246329069137573
4332.0,1185.28,true,6.246329069137573
4408.0,1182.28,true,6.246329069137573
4433.0,1180.04,true,6.246329069137573
4434.0,1174.36,true,6.246329069137573
4451.0,1171.12,true,6.246329069137573
4474.0,1169.44,true,6.246329069137573
4498.0,1163.0,true,6.246329069137573
4536.0,1158.8,true,6.246329069137573
4567.0,1150.84,true,6.246329069137573
4616.0,1145.52,true,6.246329069137573
4675.0,1140.96,true,6.246329069137573
4754.0,1134.24,true,6.246329069137573
4764.0,1127.6,true,6.246329069137573
4776.0,1125.88,true,6.246329069137573
4811.0,1124.04,true,6.246329069137573
4830.0,1121.32,true,6.246329069137573
4899.0,1114.16,true,6.246329069137573
4967.0,1112.4,true,6.246329069137573
4985.0,1109.36,true,6.246329069137573
5008.0,1107.52,true,6.246329069137573
5027.0,1106.84,true,6.246329069137573
5045.0,1099.04,true,6.246329069137573
5130.0,1095.32,true,6.246329069137573
5151.0,1093.16,true,6.246329069137573
5341.0,1091.84,true,6.246329069137573
5464.0,1088.08,true,6.246329069137573
5619.0,1020.08,true,6.246329069137573
9620.0,1017.88,true,6.246329069137573
9680.0,1015.48,true,6.246329069137573
9771.0,1010.16,true,6.246329069137573
9812.0,1005.16,true,6.246329069137573
9893.0,1001.92,true,6.246329069137573
9896.0,1000.68,true,6.246329069137573
10007.0,986.24,true,6.246329069137573
10043.0,983.8,true,6.246329069137573
10048.0,979.16,true,6.246329069137573
