Makespan,TEC,Pareto,Execution Time
3347.0,1623.16,true,14.228435039520264
3902.0,1622.16,true,14.228435039520264
3964.0,1617.44,true,14.228435039520264
3986.0,1615.36,true,14.228435039520264
4016.0,1612.2,true,14.228435039520264
4025.0,1609.32,true,14.228435039520264
4047.0,1608.52,true,14.228435039520264
4060.0,1607.92,true,14.228435039520264
4062.0,1606.0,true,14.228435039520264
4069.0,1605.84,true,14.228435039520264
4070.0,1602.68,true,14.228435039520264
4125.0,1601.0,true,14.228435039520264
4163.0,1599.88,true,14.228435039520264
4183.0,1584.12,true,14.228435039520264
4193.0,1583.84,true,14.228435039520264
4213.0,1581.08,true,14.228435039520264
4223.0,1579.0,true,14.228435039520264
4248.0,1574.44,true,14.228435039520264
4255.0,1573.64,true,14.228435039520264
4268.0,1572.0,true,14.228435039520264
4282.0,1570.04,true,14.228435039520264
4301.0,1567.48,true,14.228435039520264
4311.0,1565.4,true,14.228435039520264
4324.0,1562.44,true,14.228435039520264
4342.0,1561.72,true,14.228435039520264
4380.0,1557.36,true,14.228435039520264
4381.0,1556.36,true,14.228435039520264
4402.0,1553.24,true,14.228435039520264
4405.0,1551.72,true,14.228435039520264
4419.0,1549.64,true,14.228435039520264
4430.0,1548.0,true,14.228435039520264
4440.0,1546.8,true,14.228435039520264
4443.0,1546.52,true,14.228435039520264
4455.0,1545.04,true,14.228435039520264
4473.0,1539.12,true,14.228435039520264
4522.0,1534.04,true,14.228435039520264
4524.0,1530.96,true,14.228435039520264
4554.0,1529.16,true,14.228435039520264
4583.0,1528.44,true,14.228435039520264
4588.0,1527.68,true,14.228435039520264
4591.0,1527.56,true,14.228435039520264
4597.0,1525.44,true,14.228435039520264
4616.0,1524.96,true,14.228435039520264
4618.0,1522.68,true,14.228435039520264
4648.0,1514.88,true,14.228435039520264
4653.0,1509.96,true,14.228435039520264
4692.0,1507.8,true,14.228435039520264
4698.0,1506.24,true,14.228435039520264
4717.0,1506.08,true,14.228435039520264
4727.0,1504.52,true,14.228435039520264
4738.0,1504.08,true,14.228435039520264
4749.0,1501.24,true,14.228435039520264
4760.0,1499.04,true,14.228435039520264
4777.0,1492.28,true,14.228435039520264
4792.0,1491.76,true,14.228435039520264
4821.0,1490.96,true,14.228435039520264
4824.0,1481.8,true,14.228435039520264
4848.0,1481.0,true,14.228435039520264
4880.0,1478.56,true,14.228435039520264
4895.0,1473.48,true,14.228435039520264
4957.0,1468.56,true,14.228435039520264
4968.0,1463.88,true,14.228435039520264
5018.0,1456.36,true,14.228435039520264
5037.0,1451.52,true,14.228435039520264
5070.0,1450.56,true,14.228435039520264
5073.0,1445.76,true,14.228435039520264
5103.0,1442.72,true,14.228435039520264
5129.0,1439.84,true,14.228435039520264
5148.0,1434.8,true,14.228435039520264
5199.0,1430.64,true,14.228435039520264
5272.0,1429.28,true,14.228435039520264
5281.0,1427.32,true,14.228435039520264
5291.0,1420.72,true,14.228435039520264
5321.0,1412.6,true,14.228435039520264
5336.0,1410.12,true,14.228435039520264
5341.0,1409.4,true,14.228435039520264
5409.0,1408.6,true,14.228435039520264
5468.0,1406.16,true,14.228435039520264
5488.0,1393.84,true,14.228435039520264
5578.0,1380.16,true,14.228435039520264
5606.0,1378.84,true,14.228435039520264
5639.0,1375.16,true,14.228435039520264
5642.0,1372.96,true,14.228435039520264
5687.0,1368.24,true,14.228435039520264
5740.0,1366.16,true,14.228435039520264
5775.0,1355.48,true,14.228435039520264
6191.0,1353.44,true,14.228435039520264
6246.0,1351.88,true,14.228435039520264
6248.0,1349.92,true,14.228435039520264
6269.0,1347.12,true,14.228435039520264
6276.0,1346.8,true,14.228435039520264
6288.0,1343.08,true,14.228435039520264
6293.0,1341.08,true,14.228435039520264
6300.0,1341.0,true,14.228435039520264
6310.0,1339.24,true,14.228435039520264
6330.0,1336.28,true,14.228435039520264
