Makespan,TEC,Pareto,Execution Time
2366,684.28,True,14.70402216911316
2359,728.08,True,14.70402216911316
2354,729.8,True,14.70402216911316
2350,739.56,True,14.70402216911316
2343,740.32,True,14.70402216911316
2342,741.64,True,14.70402216911316
2338,742.64,True,14.70402216911316
2328,743.48,True,14.70402216911316
2321,747.92,True,14.70402216911316
2313,749.28,True,14.70402216911316
2304,755.76,True,14.70402216911316
2294,759.24,True,14.70402216911316
2283,764.2,True,14.70402216911316
2278,765.4,True,14.70402216911316
2277,765.64,True,14.70402216911316
2275,766.08,True,14.70402216911316
2267,769.6,True,14.70402216911316
2260,770.24,True,14.70402216911316
2253,775.36,True,14.70402216911316
2249,777.08,True,14.70402216911316
2243,778.52,True,14.70402216911316
2227,782.68,True,14.70402216911316
2224,783.24,True,14.70402216911316
2223,786.72,True,14.70402216911316
2214,786.84,True,14.70402216911316
2211,787.12,True,14.70402216911316
2208,793.8,True,14.70402216911316
2204,794.44,True,14.70402216911316
2200,796.88,True,14.70402216911316
2197,797.16,True,14.70402216911316
2177,800.28,True,14.70402216911316
2169,802.8,True,14.70402216911316
2166,804.84,True,14.70402216911316
2164,814.2,True,14.70402216911316
2150,816.6,True,14.70402216911316
2143,822.32,True,14.70402216911316
2132,822.96,True,14.70402216911316
2120,825.88,True,14.70402216911316
2115,828.84,True,14.70402216911316
2106,832.8,True,14.70402216911316
2092,837.24,True,14.70402216911316
2083,841.68,True,14.70402216911316
2073,848.0,True,14.70402216911316
2062,851.12,True,14.70402216911316
2060,851.96,True,14.70402216911316
2027,855.6,True,14.70402216911316
2025,862.88,True,14.70402216911316
2020,863.28,True,14.70402216911316
2008,864.76,True,14.70402216911316
1990,872.04,True,14.70402216911316
1986,873.08,True,14.70402216911316
1954,874.12,True,14.70402216911316
1953,877.12,True,14.70402216911316
1947,877.36,True,14.70402216911316
1937,883.88,True,14.70402216911316
1935,884.88,True,14.70402216911316
1931,887.04,True,14.70402216911316
1928,887.16,True,14.70402216911316
1927,888.12,True,14.70402216911316
1923,888.76,True,14.70402216911316
1920,889.16,True,14.70402216911316
1912,889.6,True,14.70402216911316
1901,889.68,True,14.70402216911316
1899,892.0,True,14.70402216911316
1887,892.72,True,14.70402216911316
1886,893.88,True,14.70402216911316
1883,895.32,True,14.70402216911316
1875,895.76,True,14.70402216911316
1869,896.84,True,14.70402216911316
1852,901.48,True,14.70402216911316
1851,904.88,True,14.70402216911316
1837,906.48,True,14.70402216911316
1828,908.4,True,14.70402216911316
1818,910.36,True,14.70402216911316
1800,911.28,True,14.70402216911316
1796,917.96,True,14.70402216911316
1795,918.4,True,14.70402216911316
1780,918.48,True,14.70402216911316
1752,921.28,True,14.70402216911316
1748,922.68,True,14.70402216911316
1736,922.72,True,14.70402216911316
